substance,synset,prune,hyperparam_source,hyperparams
diced__tenderloin,diced__tenderloin.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__tiramisu,diced__tiramisu.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 604.0}"
diced__toast,diced__toast.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 190.0}"
diced__tofu,diced__tofu.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1065.0}"
diced__tomato,diced__tomato.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 930.0}"
diced__tortilla,diced__tortilla.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 469.0}"
diced__tortilla_chip,diced__tortilla_chip.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 110.0}"
diced__trout,diced__trout.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__trunk,diced__trunk.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
diced__tulip,diced__tulip.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 200.0}"
diced__tuna,diced__tuna.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 976.0}"
diced__turkey,diced__turkey.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__turkey_leg,diced__turkey_leg.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__vanilla,diced__vanilla.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 879.0}"
diced__veal,diced__veal.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__venison,diced__venison.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1098.0}"
diced__vidalia_onion,diced__vidalia_onion.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 676.0}"
diced__virginia_ham,diced__virginia_ham.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__waffle,diced__waffle.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 507.0}"
diced__walnut,diced__walnut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 495.0}"
diced__watermelon,diced__watermelon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 642.0}"
diced__white_turnip,diced__white_turnip.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 719.0}"
diced__whole_garlic,diced__whole_garlic.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 575.0}"
diced__yam,diced__yam.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
diced__zucchini,diced__zucchini.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 524.0}"
dirt,dirt.n.02,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
disinfectant,disinfectant.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
dog_food,dog_food.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 350.0}"
dried_cranberry,dried_cranberry.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 380.0}"
drip_coffee,drip_coffee.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1002.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.4, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.26, 0.12, 0.07], ""specular_transmission_scattering_color"": [0.25, 0.12, 0.01]}}"
dust,dust.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
dye,dye.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0, 0.4], ""diffuse_reflection_color"": [0.8, 0, 0.4], ""specular_transmission_scattering_color"": [0.8, 0, 0.4]}}"
egg_white,egg_white.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 1, 1], ""diffuse_reflection_color"": [1, 1, 1], ""specular_transmission_scattering_color"": [1, 1, 1]}}"
eggnog,eggnog.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1074.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.63, 0.57, 0.37], ""enable_diffuse_transmission"": false}}"
ember,ember.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
espresso,espresso.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.5, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.24, 0.16, 0.09], ""specular_transmission_scattering_color"": [0.24, 0.16, 0.09]}}"
essential_oil,essential_oil.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_reflection_ior_preset"": 18}}"
eyeshadow,eyeshadow.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
fabric_softener,fabric_softener.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {}}"
fecal_matter,fecal_matter.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
fennel,fennel.n.04,1,gpt,"{""type"": ""granular"", ""particle_density"": 550.0}"
fertilizer,fertilizer.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 500.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.14, 0.05, 0.0], ""diffuse_reflection_color"": [0.14, 0.05, 0.0]}}"
filling,filling.n.03,1,gpt,"{""type"": ""fluid"", ""particle_density"": 500.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.647, 0], ""diffuse_reflection_color"": [1, 0.647, 0], ""specular_transmission_scattering_color"": [1, 0.647, 0]}}"
fish_stew,fish_stew.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.49, 0.3, 0.18], ""diffuse_reflection_color"": [0.49, 0.3, 0.18]}}"
flat_coat,flat_coat.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
floor_wax,floor_wax.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 998.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.07, ""specular_transmission_color"": [0.95, 0.92, 0.69], ""diffuse_reflection_color"": [0.95, 0.92, 0.69]}}"
flour,flour.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 600.0}"
foam,foam.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 100.0, ""is_viscous"": false, ""material_mtl_name"": ""Bubble"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.76, 0.97, 0.95]}}"
fritter_batter,fritter_batter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
frosting,frosting.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.95, 0.89], ""enable_diffuse_transmission"": false}}"
fruit_punch,fruit_punch.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1054.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_weight"": 0.5, ""specular_transmission_color"": [1.0, 0.2, 0.2], ""specular_transmission_scattering_color"": [0.63, 0.0, 0.0]}}"
gasoline,gasoline.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 742.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_weight"": 0.5, ""specular_transmission_color"": [0.96, 0.68, 0.0], ""specular_transmission_scattering_color"": [0.62, 0.35, 0.0]}}"
gazpacho,gazpacho.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1042.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.48, 0.15, 0.06], ""enable_diffuse_transmission"": false}}"
gin,gin.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 940.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
ginger,ginger.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 406.0}"
ginger_ale,ginger_ale.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.7, 0.4], ""diffuse_reflection_color"": [0.8, 0.7, 0.4], ""specular_transmission_scattering_color"": [0.8, 0.7, 0.4]}}"
ginger_beer,ginger_beer.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1031.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.73, 0.51, 0.19], ""specular_transmission_scattering_color"": [0.73, 0.51, 0.19]}}"
glaze,glaze.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.49, 0.28, 0.14], ""enable_diffuse_transmission"": false}}"
glitter,glitter.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
granola,granola.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 467.0}"
granulated_salt,granulated_salt.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 2170.0}"
granulated_sugar,granulated_sugar.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 845.0}"
grated_cheese,grated_cheese.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 507.0}"
gravel,gravel.n.01,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1700.0}"
gravy,gravy.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 959.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.2, 0.1, 0.04], ""enable_diffuse_transmission"": false}}"
grease,grease.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
green_tea,green_tea.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 507.0}"
green_tea_latte,green_tea_latte.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1014.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.96, 0.17], ""enable_diffuse_transmission"": false}}"
grit,grit.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1500.0}"
ground_beef,ground_beef.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 1020.0}"
ground_coffee,ground_coffee.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 710.0}"
grout,grout.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 2200.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.8, 0.8], ""diffuse_reflection_color"": [0.8, 0.8, 0.8], ""specular_transmission_scattering_color"": [0.8, 0.8, 0.8]}}"
guacamole,guacamole.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.33, 0.7, 0.2], ""diffuse_reflection_color"": [0.33, 0.7, 0.2], ""specular_transmission_scattering_color"": [0.33, 0.7, 0.2]}}"
gunpowder,gunpowder.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1700.0}"
hair,hair.n.04,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1000.0}"
hair_spray,hair_spray.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 800.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""Bubble"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.8, 0.8], ""diffuse_reflection_color"": [0.8, 0.8, 0.8], ""specular_transmission_scattering_color"": [0.8, 0.8, 0.8]}}"
hay,hay.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 256.0}"
heavy_cream,heavy_cream.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1008.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
herbicide,herbicide.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.16, 0.37, 0.99], ""specular_transmission_scattering_color"": [0.06, 0.1, 0.84]}}"
honey,honey.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1410.0, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {}}"
hot_sauce,hot_sauce.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 910.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.34, 0.0, 0.0], ""enable_diffuse_transmission"": false}}"
hot_toddy,hot_toddy.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.4, 0.1], ""diffuse_reflection_color"": [0.8, 0.4, 0.1], ""specular_transmission_scattering_color"": [0.8, 0.4, 0.1]}}"
house_paint,house_paint.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
hummus,hummus.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1040.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.81, 0.54, 0.39], ""diffuse_reflection_color"": [0.81, 0.54, 0.39]}}"
hydrogen_peroxide,hydrogen_peroxide.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1450.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
